contig	LG	av
Contig53926	11	52.908
Contig54311	11	52.908
Contig54738	11	52.908
Contig55383	11	52.908
Contig55829	11	52.908
Contig55857	11	52.908
Contig56313	11	52.908
Contig56808	11	52.908
Contig5706	11	52.908
Contig57081	11	52.908
Contig57358	11	52.908
Contig57419	11	52.908
Contig57787	11	52.908
Contig58066	11	52.908
Contig58484	11	52.908
Contig5979	11	52.908
Contig60846	11	52.908
Contig61176	11	52.908
Contig61318	11	52.908
Contig61799	11	52.908
Contig62653	11	52.908
Contig62654	11	52.908
Contig62854	11	52.908
Contig62875	11	52.908
Contig62957	11	52.908
Contig62973	11	52.908
Contig63639	11	52.908
Contig63743	11	52.908
Contig6380	11	52.908
Contig64245	11	52.908
Contig64850	11	52.908
Contig6512	11	52.908
Contig66263	11	52.908
Contig66293	11	52.908
Contig6630	11	52.908
Contig67111	11	52.908
Contig68150	11	52.908
Contig68175	11	52.908
Contig68184	11	52.908
Contig68247	11	52.908
Contig69010	11	52.908
Contig69943	11	52.908
Contig7010	11	52.908
Contig71713	11	52.908
Contig71814	11	52.908
Contig7203	11	52.908
Contig72119	11	52.908
Contig72685	11	52.908
Contig73029	11	52.908
Contig73239	11	52.908
Contig73765	11	52.908
Contig73931	11	52.908
Contig75348	11	52.908
Contig76329	11	52.908
Contig77847	11	52.908
Contig78622	11	52.908
Contig80081	11	52.908
Contig80904	11	52.908
Contig82337	11	52.908
Contig8512	11	52.908
Contig85285	11	52.908
Contig85698	11	52.908
Contig86079	11	52.908
Contig86701	11	52.908
Contig87648	11	52.908
Contig88231	11	52.908
Contig88563	11	52.908
Contig8879	11	52.908
Contig8900	11	52.908
Contig89104	11	52.908
Contig89206	11	52.908
Contig8988	11	52.908
Contig90279	11	52.908
Contig90280	11	52.908
Contig92599	11	52.908
Contig93342	11	52.908
Contig93457	11	52.908
Contig94035	11	52.908
Contig96167	11	52.908
Contig96286	11	52.908
Contig98940	11	52.908
Contig99223	11	52.908
Contig103163	11	52.99683333
Contig10048	11	53.1745
Contig10874	11	53.1745
Contig110259	11	53.1745
Contig111955	11	53.1745
Contig114331	11	53.1745
Contig131587	11	53.1745
Contig141171	11	53.1745
Contig147915	11	53.1745
Contig14896	11	53.1745
Contig18926	11	53.1745
Contig1936	11	53.1745
Contig196570	11	53.1745
Contig220310	11	53.1745
Contig221207	11	53.1745
Contig223324	11	53.1745
Contig225545	11	53.1745
Contig240514	11	53.1745
Contig2752	11	53.1745
Contig297250	11	53.1745
Contig33508	11	53.1745
Contig38156	11	53.1745
Contig39675	11	53.1745
Contig42157	11	53.1745
Contig45165	11	53.1745
Contig47565	11	53.1745
Contig47969	11	53.1745
Contig49062	11	53.1745
Contig51976	11	53.1745
Contig5960	11	53.1745
Contig73023	11	53.1745
Contig73499	11	53.1745
Contig74064	11	53.1745
Contig84298	11	53.1745
Contig85796	11	53.1745
Contig87171	11	53.1745
Contig93617	11	53.1745
Contig93694	11	53.1745
Contig96403	11	53.1745
Contig99878	11	53.1745
Contig133874	11	53.194
Contig79287	11	53.194
Contig306145	11	54.0575
Contig51941	11	54.0575
Contig85974	11	54.0575
Contig212232	11	55.37569055
Contig2933	11	55.37569055
Contig89763	11	55.37569055
Contig106451	11	55.6195
Contig144953	11	55.6195
Contig368955	11	55.6195
Contig38227	11	55.6195
Contig149799	11	55.72416667
Contig267067	11	55.7765
Contig39592	11	55.7765
Contig55506	11	55.7765
Contig65000	11	55.7765
Contig69868	11	55.7765
Contig76900	11	55.7765
Contig77576	11	55.7765
Contig8060	11	55.7765
Contig108427	11	57.208
Contig109063	11	57.208
Contig127543	11	57.208
Contig133599	11	57.208
Contig179123	11	57.208
Contig179342	11	57.208
Contig217854	11	57.208
Contig3557	11	57.208
Contig56438	11	57.208
Contig61420	11	57.208
Contig83261	11	57.208
Contig169971	11	58.385
Contig39306	11	58.385
Contig75308	11	58.385
Contig75371	11	58.385
Contig77518	11	58.385
Contig777	11	58.385
Contig78552	11	58.385
Contig108496	12	0
Contig128427	12	0
Contig1301	12	0
Contig184285	12	0
Contig277603	12	0
Contig38146	12	0
Contig39430	12	0
Contig39538	12	0
Contig40155	12	0
Contig41410	12	0
Contig42435	12	0
Contig43055	12	0
Contig4324	12	0
Contig46133	12	0
Contig49787	12	0
Contig51558	12	0
Contig55107	12	0
Contig57309	12	0
Contig5951	12	0
Contig62391	12	0
Contig66907	12	0
Contig71616	12	0
Contig94055	12	0
Contig330836	12	0.000919971
Contig10414	12	1.276
Contig11349	12	1.276
Contig1257	12	1.276
Contig215560	12	1.276
Contig42671	12	1.276
Contig48335	12	1.276
Contig59096	12	1.276
Contig65700	12	1.276
Contig73300	12	1.276
Contig74286	12	1.276
Contig86770	12	1.276
Contig88616	12	1.276
Contig73485	12	1.480161112
Contig5445	12	2.668
Contig57232	12	2.668
Contig64800	12	2.668
Contig67685	12	2.668
Contig70848	12	2.668
Contig114125	12	3.321
Contig188353	12	3.321
Contig214124	12	3.321
Contig123410	12	5.8825
Contig148234	12	5.8825
Contig318708	12	5.8825
Contig3342	12	5.8825
Contig39240	12	5.8825
Contig41905	12	5.8825
Contig44212	12	5.8825
Contig95743	12	6.784625
Contig254639	12	6.821
Contig31316	12	6.821
Contig64854	12	6.821
Contig110195	12	8.307
Contig111483	12	8.307
Contig112744	12	8.307
Contig113122	12	8.307
Contig12383	12	8.307
Contig146020	12	8.307
Contig155781	12	8.307
Contig24627	12	8.307
Contig356205	12	8.307
Contig360560	12	8.307
Contig43232	12	8.307
Contig43885	12	8.307
Contig47300	12	8.307
Contig4850	12	8.307
Contig49459	12	8.307
Contig50990	12	8.307
Contig51025	12	8.307
Contig52838	12	8.307
Contig5881	12	8.307
Contig66378	12	8.307
Contig68605	12	8.307
Contig78222	12	8.307
Contig196744	12	9.2
Contig97650	12	9.2
Contig97651	12	9.2
Contig168887	12	11.8815
Contig3682	12	11.8815
Contig43378	12	11.8815
Contig53206	12	11.8815
Contig1239	12	14.0725
Contig39405	12	14.0725
Contig76187	12	14.0725
Contig40305	12	16.4525
Contig38683	12	19.008
Contig48118	12	19.008
Contig39952	12	19.02875862
Contig38328	12	19.309
Contig163991	12	19.62
Contig41844	12	19.62
Contig55504	12	19.62
Contig6548	12	19.62
Contig727	12	19.62
Contig135626	12	20.34861129
Contig2332	12	20.34861129
Contig39320	12	20.34861129
Contig61207	12	20.34861129
Contig50165	12	22.14049766
Contig38275	12	22.5065
Contig50304	12	22.5065
Contig85198	12	22.5065
Contig73988	12	23.134
Contig110558	12	25.3275
Contig74392	12	25.3275
Contig1084	12	26.2655
Contig325062	12	26.2655
Contig42132	12	26.2655
Contig708	12	26.2655
Contig7214	12	28.11516667
Contig145795	12	28.202
Contig180185	12	28.202
Contig2299	12	28.202
Contig42285	12	28.202
Contig42428	12	28.202
Contig46491	12	28.202
Contig49740	12	28.202
Contig54047	12	28.202
Contig63994	12	28.202
Contig87295	12	28.202
Contig15567	12	29.327
Contig163474	12	29.527
Contig100169	12	29.627
Contig100209	12	29.627
Contig10851	12	29.627
Contig41783	12	29.627
Contig43207	12	29.627
Contig4644	12	29.627
Contig49234	12	29.627
Contig5008	12	29.627
Contig5509	12	29.627
Contig56173	12	29.627
Contig62387	12	29.627
Contig64501	12	29.627
Contig65334	12	29.627
Contig68408	12	29.627
Contig71833	12	29.627
Contig84748	12	29.627
Contig86163	12	29.627
Contig9575	12	29.627
Contig42	12	32.785
Contig42548	12	32.785
Contig46464	12	32.785
Contig51758	12	32.785
Contig94650	12	32.785
Contig114241	12	32.98692457
Contig217930	12	32.98692457
Contig39759	12	32.98692457
Contig46134	12	32.98692457
Contig46643	12	32.98692457
Contig46987	12	32.98692457
Contig4857	12	32.98692457
Contig52373	12	32.98692457
Contig53751	12	32.98692457
Contig68451	12	32.98692457
Contig49530	12	33.2045
Contig77512	12	33.2045
Contig46997	12	33.624
Contig6134	12	33.624
Contig10217	12	33.904
Contig1190	12	33.904
Contig206241	12	33.904
Contig3225	12	33.904
Contig3300	12	33.904
Contig40269	12	33.904
Contig40699	12	33.904
Contig46586	12	33.904
Contig52135	12	33.904
Contig53469	12	33.904
Contig5488	12	33.904
Contig54992	12	33.904
Contig56252	12	33.904
Contig56602	12	33.904
Contig5689	12	33.904
Contig59389	12	33.904
Contig62282	12	33.904
Contig67507	12	33.904
Contig70171	12	33.904
Contig7172	12	33.904
Contig86727	12	33.904
Contig92500	12	33.904
Contig962	12	33.904
Contig1698	12	33.90589594
Contig9583	12	33.9599
Contig3041	12	34.0435
Contig5899	12	34.04375
Contig52000	12	34.113625
Contig100298	12	34.1835
Contig100627	12	34.1835
Contig108560	12	34.1835
Contig116195	12	34.1835
Contig117031	12	34.1835
Contig121582	12	34.1835
Contig134157	12	34.1835
Contig152397	12	34.1835
Contig183968	12	34.1835
Contig184698	12	34.1835
Contig245482	12	34.1835
Contig245904	12	34.1835
Contig39679	12	34.1835
Contig41175	12	34.1835
Contig46807	12	34.1835
Contig55840	12	34.1835
Contig58790	12	34.1835
Contig61664	12	34.1835
Contig64672	12	34.1835
Contig65373	12	34.1835
Contig75476	12	34.1835
Contig80192	12	34.1835
Contig82294	12	34.1835
Contig82546	12	34.1835
Contig87216	12	34.1835
Contig9832	12	34.1835
Contig118816	12	34.8625
Contig1437	12	34.8625
Contig3308	12	34.8625
Contig373496	12	34.8625
Contig44274	12	34.8625
Contig47515	12	34.8625
Contig62307	12	34.8625
Contig84821	12	34.8625
Contig331244	12	35.641
Contig3551	12	35.641
Contig3867	12	35.641
Contig63655	12	35.641
Contig1280	12	37.397
Contig165982	12	37.397
Contig184323	12	37.397
Contig188436	12	37.397
Contig228058	12	37.397
Contig42685	12	37.397
Contig51724	12	37.397
Contig53073	12	37.397
Contig74319	12	37.397
Contig76422	12	37.397
Contig83059	12	37.397
Contig138395	12	37.9825
Contig2990	12	37.9825
Contig60329	12	37.9825
Contig86430	12	37.9825
Contig165	12	38.94
Contig647	12	38.94
Contig79720	12	38.94
Contig8354	12	38.94
Contig137882	12	39.5329967
Contig1736	12	39.5329967
Contig192421	12	39.5329967
Contig51815	12	39.5329967
Contig103637	12	40.5365
Contig109244	12	40.5365
Contig150	12	40.5365
Contig190	12	40.5365
Contig2894	12	40.5365
Contig37783	12	40.5365
Contig40218	12	40.5365
Contig40229	12	40.5365
Contig41901	12	40.5365
Contig44845	12	40.5365
Contig47052	12	40.5365
Contig51355	12	40.5365
Contig5155	12	40.5365
Contig57698	12	40.5365
Contig61901	12	40.5365
Contig87612	12	40.5365
Contig101702	12	40.8545
Contig118476	12	40.8545
Contig14610	12	40.8545
Contig207235	12	40.8545
Contig34781	12	40.8545
Contig40679	12	40.8545
Contig43094	12	40.8545
Contig52071	12	40.8545
Contig58020	12	40.8545
Contig69078	12	40.8545
Contig107816	12	41.00363629
Contig49405	12	41.00363629
Contig105901	12	41.491
Contig1201	12	41.491
Contig1439	12	41.491
Contig1668	12	41.491
Contig207420	12	41.491
Contig233059	12	41.491
Contig334987	12	41.491
Contig346481	12	41.491
Contig38819	12	41.491
Contig38975	12	41.491
Contig39066	12	41.491
Contig3995	12	41.491
Contig4011	12	41.491
Contig41352	12	41.491
Contig48088	12	41.491
Contig5190	12	41.491
Contig53400	12	41.491
Contig68465	12	41.491
Contig7392	12	41.491
Contig76169	12	41.491
Contig8160	12	41.491
Contig97039	12	41.491
Contig19380	12	41.82552913
Contig2765	12	41.82552913
Contig3131	12	41.82552913
Contig143056	12	42.646
Contig39083	12	42.646
Contig45396	12	42.646
Contig4777	12	42.646
Contig50364	12	42.646
Contig5081	12	42.646
Contig54868	12	42.646
Contig56789	12	42.646
Contig60403	12	42.646
Contig6485	12	42.646
Contig65603	12	42.646
Contig103420	12	42.9345
Contig40237	12	42.9345
Contig427	12	42.9345
Contig51196	12	42.9345
Contig105622	12	43.2235
Contig133094	12	43.2235
Contig47152	12	43.2235
Contig75067	12	43.2235
Contig76121	12	43.2235
Contig85024	12	43.2235
Contig85167	12	43.2235
Contig111031	12	43.512
Contig131176	12	43.512
Contig2900	12	43.512
Contig38186	12	43.512
Contig42563	12	43.512
Contig52635	12	43.512
Contig54529	12	43.512
Contig55639	12	43.512
Contig339845	12	43.801
Contig38836	12	43.801
Contig43955	12	43.801
Contig47106	12	43.801
Contig52655	12	43.801
Contig67294	12	43.801
Contig73388	12	43.801
Contig79391	12	43.801
Contig38297	12	44.20626629
Contig105835	12	44.957
Contig111760	12	44.957
Contig122609	12	44.957
Contig200164	12	44.957
Contig2110	12	44.957
Contig48871	12	44.957
Contig49398	12	44.957
Contig64717	12	44.957
Contig65150	12	44.957
Contig72490	12	44.957
Contig92848	12	44.957
Contig306211	12	45.09529414
Contig69423	12	45.09529414
Contig77521	12	45.09529414
Contig99779	12	45.09529414
Contig212	12	45.7576182
Contig60062	12	45.7576182
Contig38274	12	45.824
Contig39615	12	45.824
Contig41909	12	45.824
Contig42423	12	45.824
Contig53896	12	45.824
Contig55632	12	45.824
Contig57806	12	45.824
Contig58268	12	45.824
Contig59002	12	45.824
Contig59009	12	45.824
Contig96316	12	45.824
Contig100938	12	46.1125
Contig1079	12	46.1125
Contig108072	12	46.1125
Contig11295	12	46.1125
Contig119465	12	46.1125
Contig128135	12	46.1125
Contig130772	12	46.1125
Contig1467	12	46.1125
Contig147625	12	46.1125
Contig150737	12	46.1125
Contig15746	12	46.1125
Contig158902	12	46.1125
Contig162624	12	46.1125
Contig167306	12	46.1125
Contig1760	12	46.1125
Contig1798	12	46.1125
Contig219135	12	46.1125
Contig245229	12	46.1125
Contig2620	12	46.1125
Contig262924	12	46.1125
Contig324244	12	46.1125
Contig332579	12	46.1125
Contig3573	12	46.1125
Contig3617	12	46.1125
Contig38776	12	46.1125
Contig38786	12	46.1125
Contig39476	12	46.1125
Contig3972	12	46.1125
Contig39859	12	46.1125
Contig40216	12	46.1125
Contig40241	12	46.1125
Contig40806	12	46.1125
Contig41171	12	46.1125
Contig41463	12	46.1125
Contig41579	12	46.1125
Contig42379	12	46.1125
Contig44209	12	46.1125
Contig44378	12	46.1125
Contig44525	12	46.1125
Contig4638	12	46.1125
Contig47007	12	46.1125
Contig4847	12	46.1125
Contig4980	12	46.1125
Contig49802	12	46.1125
Contig50135	12	46.1125
Contig50314	12	46.1125
Contig50700	12	46.1125
Contig50777	12	46.1125
Contig50857	12	46.1125
Contig51099	12	46.1125
Contig51711	12	46.1125
Contig52579	12	46.1125
Contig52719	12	46.1125
Contig52832	12	46.1125
Contig53224	12	46.1125
Contig53625	12	46.1125
Contig54205	12	46.1125
Contig54251	12	46.1125
Contig55699	12	46.1125
Contig56066	12	46.1125
Contig57148	12	46.1125
Contig58224	12	46.1125
Contig58471	12	46.1125
Contig59652	12	46.1125
Contig60345	12	46.1125
Contig61782	12	46.1125
Contig61951	12	46.1125
Contig6229	12	46.1125
Contig63184	12	46.1125
Contig64489	12	46.1125
Contig66299	12	46.1125
Contig67254	12	46.1125
Contig68741	12	46.1125
Contig6897	12	46.1125
Contig69156	12	46.1125
Contig69344	12	46.1125
Contig70034	12	46.1125
Contig7013	12	46.1125
Contig71409	12	46.1125
Contig72153	12	46.1125
Contig72249	12	46.1125
Contig72305	12	46.1125
Contig76092	12	46.1125
Contig78680	12	46.1125
Contig8539	12	46.1125
Contig86606	12	46.1125
Contig90490	12	46.1125
Contig92159	12	46.1125
Contig93502	12	46.1125
Contig99611	12	46.1125
Contig1427	12	46.449
Contig281285	12	46.449
Contig38871	12	46.449
Contig41434	12	46.449
Contig49576	12	46.449
Contig53332	12	46.449
Contig53589	12	46.449
Contig61366	12	46.449
Contig87763	12	46.449
Contig99235	12	46.449
Contig38506	12	48.1345
Contig45224	12	48.1345
Contig60065	12	48.1345
Contig70794	12	48.1345
Contig72847	12	48.1345
Contig99935	12	48.1345
Contig115442	12	48.712
Contig115505	12	48.712
Contig131	12	48.712
Contig142587	12	48.712
Contig146918	12	48.712
Contig151342	12	48.712
Contig172430	12	48.712
Contig18230	12	48.712
Contig183666	12	48.712
Contig1975	12	48.712
Contig209766	12	48.712
Contig21843	12	48.712
Contig219	12	48.712
Contig265448	12	48.712
Contig2740	12	48.712
Contig288969	12	48.712
Contig38243	12	48.712
Contig39074	12	48.712
Contig3947	12	48.712
Contig39483	12	48.712
Contig39657	12	48.712
Contig40382	12	48.712
Contig42677	12	48.712
Contig43754	12	48.712
Contig4527	12	48.712
Contig45781	12	48.712
Contig48042	12	48.712
Contig48121	12	48.712
Contig48798	12	48.712
Contig49423	12	48.712
Contig49795	12	48.712
Contig49868	12	48.712
Contig5108	12	48.712
Contig51827	12	48.712
Contig522	12	48.712
Contig569	12	48.712
Contig59128	12	48.712
Contig59460	12	48.712
Contig63772	12	48.712
Contig64721	12	48.712
Contig66503	12	48.712
Contig67396	12	48.712
Contig67453	12	48.712
Contig67483	12	48.712
Contig728	12	48.712
Contig7469	12	48.712
Contig75171	12	48.712
Contig75718	12	48.712
Contig80298	12	48.712
Contig86782	12	48.712
Contig88623	12	48.712
Contig9	12	48.712
Contig11409	12	49.0475
Contig146685	12	49.0475
Contig40691	12	49.0475
Contig51936	12	49.0475
Contig61322	12	49.0475
Contig7096	12	49.0475
Contig81218	12	49.0475
Contig1818	12	50.532
Contig38941	12	50.532
Contig7805	12	50.532
Contig274803	12	52.871
Contig10131	12	52.961
Contig102657	12	52.961
Contig109882	12	52.961
Contig117672	12	52.961
Contig117839	12	52.961
Contig126660	12	52.961
Contig138041	12	52.961
Contig152655	12	52.961
Contig172618	12	52.961
Contig215951	12	52.961
Contig223392	12	52.961
Contig235617	12	52.961
Contig242601	12	52.961
Contig288427	12	52.961
Contig3117	12	52.961
Contig366186	12	52.961
Contig39061	12	52.961
Contig39116	12	52.961
Contig39281	12	52.961
Contig39282	12	52.961
Contig42418	12	52.961
Contig43713	12	52.961
Contig43847	12	52.961
Contig44593	12	52.961
Contig47294	12	52.961
Contig49325	12	52.961
Contig50217	12	52.961
Contig50271	12	52.961
Contig50369	12	52.961
Contig54183	12	52.961
Contig54208	12	52.961
Contig54576	12	52.961
Contig56096	12	52.961
Contig56097	12	52.961
Contig56445	12	52.961
Contig61295	12	52.961
Contig629	12	52.961
Contig63355	12	52.961
Contig63837	12	52.961
Contig68136	12	52.961
Contig7468	12	52.961
Contig82125	12	52.961
Contig9784	12	52.961
Contig9817	12	52.961
Contig59881	12	53.38275
Contig109336	12	53.8045
Contig109341	12	53.8045
Contig1186	12	53.8045
Contig121969	12	53.8045
Contig129429	12	53.8045
Contig1898	12	53.8045
Contig20853	12	53.8045
Contig234423	12	53.8045
Contig262763	12	53.8045
Contig308406	12	53.8045
Contig374829	12	53.8045
Contig39139	12	53.8045
Contig40062	12	53.8045
Contig41025	12	53.8045
Contig42711	12	53.8045
Contig44644	12	53.8045
Contig45347	12	53.8045
Contig45731	12	53.8045
Contig49742	12	53.8045
Contig5137	12	53.8045
Contig51649	12	53.8045
Contig52200	12	53.8045
Contig53266	12	53.8045
Contig53791	12	53.8045
Contig55877	12	53.8045
Contig56425	12	53.8045
Contig5747	12	53.8045
Contig57547	12	53.8045
Contig57602	12	53.8045
Contig59882	12	53.8045
Contig59884	12	53.8045
Contig6531	12	53.8045
Contig65330	12	53.8045
Contig65875	12	53.8045
Contig68771	12	53.8045
Contig74139	12	53.8045
Contig74536	12	53.8045
Contig77264	12	53.8045
Contig79954	12	53.8045
Contig83848	12	53.8045
Contig8394	12	53.8045
Contig85096	12	53.8045
Contig85172	12	53.8045
Contig86618	12	53.8045
Contig89142	12	53.8045
Contig9802	12	53.8045
Contig9921	12	53.8045
Contig127805	12	54.0855
Contig178138	12	54.0855
Contig4203	12	54.0855
Contig47839	12	54.0855
Contig52698	12	54.0855
Contig52843	12	54.0855
Contig88544	12	54.0855
Contig118685	12	55.2365
Contig133988	12	55.2365
Contig142147	12	55.2365
Contig151393	12	55.2365
Contig153237	12	55.2365
Contig153578	12	55.2365
Contig168264	12	55.2365
Contig178757	12	55.2365
Contig218189	12	55.2365
Contig247598	12	55.2365
Contig25136	12	55.2365
Contig258958	12	55.2365
Contig278251	12	55.2365
Contig285050	12	55.2365
Contig38214	12	55.2365
Contig38433	12	55.2365
Contig399	12	55.2365
Contig42536	12	55.2365
Contig43298	12	55.2365
Contig47068	12	55.2365
Contig4774	12	55.2365
Contig48703	12	55.2365
Contig4910	12	55.2365
Contig50946	12	55.2365
Contig52809	12	55.2365
Contig58145	12	55.2365
Contig59364	12	55.2365
Contig67097	12	55.2365
Contig72634	12	55.2365
Contig76755	12	55.2365
Contig79906	12	55.2365
Contig82967	12	55.2365
Contig130	12	55.812
Contig2969	12	55.812
Contig47563	12	55.812
Contig57560	12	55.812
Contig101107	12	56.6905
Contig156209	12	56.6905
Contig39132	12	56.6905
Contig44023	12	56.6905
Contig49792	12	56.6905
Contig51549	12	56.6905
Contig56970	12	56.6905
Contig67253	12	56.6905
Contig76514	12	56.6905
Contig83440	12	56.6905
Contig86520	12	56.6905
Contig101497	12	57.8515
Contig115853	12	57.8515
Contig14973	12	57.8515
Contig4025	12	57.8515
Contig42000	12	57.8515
Contig45284	12	57.8515
Contig46610	12	57.8515
Contig53942	12	57.8515
Contig57779	12	57.8515
Contig74137	12	57.8515
Contig74690	12	57.8515
Contig8039	12	57.8515
Contig8236	12	57.8515
Contig85410	12	57.8515
Contig96384	12	57.8515
Contig197602	12	58.5588614
Contig4282	12	58.5588614
Contig47502	12	58.5588614
Contig62895	12	58.5588614
Contig71852	12	58.5588614
Contig83963	12	58.5588614
Contig100405	12	60.235
Contig27412	12	60.235
Contig43340	12	60.235
Contig49908	12	60.235
Contig53262	12	60.235
Contig100885	13	0
Contig10224	13	0
Contig110834	13	0
Contig118790	13	0
Contig123068	13	0
Contig129223	13	0
Contig1705	13	0
Contig276023	13	0
Contig43165	13	0
Contig48455	13	0
Contig56975	13	0
Contig57339	13	0
Contig67794	13	0
Contig77779	13	0
Contig83603	13	0
Contig91398	13	0
Contig2471	13	0.606
Contig47447	13	0.606
Contig47505	13	0.606
Contig51508	13	0.606
Contig59564	13	0.606
Contig75749	13	0.606
Contig98213	13	0.606
Contig67154	13	1.78875
Contig1553	13	1.8645
Contig245896	13	1.8645
Contig29244	13	1.8645
Contig3462	13	1.8645
Contig39003	13	1.8645
Contig43417	13	1.8645
Contig43420	13	1.8645
Contig47832	13	1.8645
Contig47916	13	1.8645
Contig48077	13	1.8645
Contig48078	13	1.8645
Contig48886	13	1.8645
Contig50488	13	1.8645
Contig58814	13	1.8645
Contig63023	13	1.8645
Contig63024	13	1.8645
Contig85784	13	1.8645
Contig95473	13	1.8645
Contig42410	13	2.82
Contig42919	13	2.82
Contig106185	13	4.5985
Contig134726	13	4.5985
Contig134835	13	4.5985
Contig148968	13	4.5985
Contig169156	13	4.5985
Contig181481	13	4.5985
Contig38042	13	4.5985
Contig54007	13	4.5985
Contig55010	13	4.5985
Contig55393	13	4.5985
Contig60467	13	4.5985
Contig61488	13	4.5985
Contig72130	13	4.5985
Contig76790	13	4.5985
Contig118819	13	5.1805
Contig18562	13	5.1805
Contig46485	13	5.1805
Contig54464	13	5.1805
Contig6300	13	5.1805
Contig74716	13	5.1805
Contig96977	13	5.1805
Contig50288	13	5.562
Contig11117	13	6.326
Contig166640	13	6.326
Contig41146	13	6.326
Contig47253	13	6.326
Contig9412	13	6.326
Contig50138	13	6.52
Contig46925	13	6.908
Contig54057	13	6.908
Contig213652	13	8.07
Contig38963	13	8.07
Contig50419	13	8.07
Contig8325	13	8.07
Contig111528	13	8.9415
Contig138505	13	8.9415
Contig19599	13	8.9415
Contig212496	13	8.9415
Contig367131	13	8.9415
Contig45095	13	8.9415
Contig45905	13	8.9415
Contig48030	13	8.9415
Contig48681	13	8.9415
Contig54926	13	8.9415
Contig55893	13	8.9415
Contig56898	13	8.9415
Contig69725	13	8.9415
Contig90456	13	8.9415
Contig41958	13	12.697
Contig44317	13	12.697
Contig51879	13	12.697
Contig64442	13	12.697
Contig64443	13	12.697
Contig77258	13	12.697
Contig81472	13	12.697
Contig50086	13	13.319
Contig108207	13	13.6105
Contig12821	13	13.6105
Contig138453	13	13.6105
Contig20540	13	13.6105
Contig38585	13	13.6105
Contig38796	13	13.6105
Contig155307	13	14.193
Contig65095	13	14.193
Contig79722	13	14.193
Contig44008	13	14.89019217
Contig49279	13	14.89019217
Contig56974	13	15.0675
Contig163808	13	15.663
Contig20620	13	15.663
Contig2874	13	15.663
Contig3458	13	15.663
Contig374513	13	15.663
Contig39390	13	15.663
Contig48293	13	15.663
Contig53491	13	15.663
Contig556	13	15.663
Contig7078	13	15.663
Contig46299	13	16.2945
Contig64514	13	16.2945
Contig217799	13	16.5845
Contig41924	13	16.5845
Contig41925	13	16.5845
Contig52684	13	16.5845
Contig82861	13	16.5845
Contig4152	13	18.4895
Contig158622	13	19.3595
Contig96662	13	19.3595
Contig513	13	19.9935
Contig122791	13	20.9445
Contig131300	13	20.9445
Contig235688	13	20.9445
Contig313207	13	20.9445
Contig3543	13	20.9445
Contig3677	13	20.9445
Contig41985	13	20.9445
Contig46743	13	20.9445
Contig52558	13	20.9445
Contig53180	13	20.9445
Contig65760	13	20.9445
Contig73520	13	20.9445
Contig83204	13	20.9445
Contig88801	13	20.9445
Contig94206	13	20.9445
Contig95658	13	20.9445
Contig57187	13	21.3243
Contig143108	13	21.5775
Contig19835	13	21.5775
Contig349110	13	21.5775
Contig3555	13	21.5775
Contig43620	13	21.5775
Contig61206	13	21.5775
Contig61401	13	21.5775
Contig72467	13	21.5775
Contig7704	13	21.5775
Contig77741	13	21.5775
Contig89546	13	21.5775
Contig40900	13	22.2105
Contig3397	13	22.5265
Contig40080	13	22.5265
Contig48191	13	22.5265
Contig95408	13	22.5265
Contig128017	13	23.791
Contig128778	13	23.791
Contig139730	13	23.791
Contig152588	13	23.791
Contig170704	13	23.791
Contig250	13	23.791
Contig323	13	23.791
Contig3454	13	23.791
Contig40586	13	23.791
Contig52619	13	23.791
Contig55558	13	23.791
Contig58720	13	23.791
Contig59472	13	23.791
Contig62759	13	23.791
Contig67125	13	23.791
Contig67128	13	23.791
Contig75271	13	23.791
Contig85335	13	23.791
Contig266468	13	24.074
Contig113927	13	24.672
Contig115598	13	24.672
Contig116603	13	24.672
Contig118062	13	24.672
Contig154342	13	24.672
Contig161805	13	24.672
Contig1776	13	24.672
Contig18041	13	24.672
Contig183146	13	24.672
Contig188	13	24.672
Contig207283	13	24.672
Contig2251	13	24.672
Contig2496	13	24.672
Contig2988	13	24.672
Contig328	13	24.672
Contig355052	13	24.672
Contig40249	13	24.672
Contig42363	13	24.672
Contig43685	13	24.672
Contig47021	13	24.672
Contig47751	13	24.672
Contig48332	13	24.672
Contig51121	13	24.672
Contig54017	13	24.672
Contig55306	13	24.672
Contig58307	13	24.672
Contig59923	13	24.672
Contig63824	13	24.672
Contig64078	13	24.672
Contig67764	13	24.672
Contig70311	13	24.672
Contig71765	13	24.672
Contig72116	13	24.672
Contig72517	13	24.672
Contig7374	13	24.672
Contig75783	13	24.672
Contig8203	13	24.672
Contig82748	13	24.672
Contig83301	13	24.672
Contig84080	13	24.672
Contig89766	13	24.672
Contig89846	13	24.672
Contig90095	13	24.672
Contig103755	13	24.974
Contig1183	13	24.974
Contig252076	13	24.974
Contig38850	13	24.974
Contig40228	13	24.974
Contig40389	13	24.974
Contig52912	13	24.974
Contig54741	13	24.974
Contig66259	13	24.974
Contig68858	13	24.974
Contig9516	13	24.974
Contig40769	13	25.11575
Contig255661	13	25.2575
Contig51499	13	25.2575
Contig91589	13	25.2575
Contig43407	13	25.5405
Contig42354	13	25.55
Contig145659	13	25.8425
Contig185685	13	25.8425
Contig202996	13	25.8425
Contig40426	13	25.8425
Contig42451	13	25.8425
Contig58888	13	25.8425
